Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,19/09/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Caribbean small states,CSS,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.622103278,0.699540232,0.85601929,0.883276727,0.88562901,0.922634333,0.901144819,0.854768277,0.8322696,0.785057642,0.715212644,0.678533018,0.679648995,0.673052509,0.649495954,0.62277638,0.613144571,0.592064824,0.569654037,0.582270978,0.577062249,0.570053686,0.633684522,0.661419473,0.632857821,0.606569184,0.562937585,0.528018772,0.97233788,0.670567417,0.278363632,0.49845744,0.315442235
Cuba,CUB,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9406671,0.816593021,0.650643577,0.528896872,0.425927556,0.362117962,0.331918454,0.319637304,0.323431498,0.32877557,0.321944588,0.299718119,0.277231369,0.260768627,0.232575968,0.185302193,0.128992466,0.082172997,0.059627893,0.058298406,0.064074845,0.073424709,0.093595194,0.108603883,0.092232567,0.069407446,0.018675679,-0.049447897,-0.072015237,-0.101983052,-0.141475202,-0.393012542,-0.393269983
Curacao,CUW,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.051535839,-0.688056323,-0.340600021,0.268553409,0.229122134,0.351314684,0.800841488,0.443290344,-1.70475051,-3.553737816,-4.075386132,-3.661779858,0.12236112,2.062102467,1.725029528,2.550073807,2.568114257,1.974862198,1.258225307,0.651152062,1.265514155,1.420897663,0.829929595,1.133678907,1.347641396,1.319593903,1.060316441,0.319536038,-0.525178744,-1.196439518,-1.596766195,-1.677791247,-1.569658341
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.474870114,4.921637056,4.774457645,4.636783903,4.491773029,4.310851206,4.156070094,3.970538608,3.772887713,3.583488606,3.497335382,3.459558012,3.357997223,3.258009606,3.194959237,3.132422211,3.055957268,3.005623696,2.929652809,2.851964804,2.7599337,2.588538738,2.435324,2.349941283,2.287589883,2.24463645,2.182507103,2.107583017,2.028637661,1.908192659,1.764068377,1.218203729,0.833082382
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.393044138,1.330488188,1.412891663,1.901161931,2.21005984,2.10616493,2.024774247,1.959299347,1.897160366,1.835112649,1.7700933,1.734744901,1.783692483,1.83163729,1.816165943,1.788011711,1.756413134,1.731589291,1.709621686,1.686915162,1.670260996,1.354002535,0.996688012,0.896230871,0.855564799,0.870039642,0.888918593,0.88447903,0.849324982,0.81751772,0.705573415,0.53599943,0.585013505
Czechia,CZE,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.267830773,-0.240064842,0.102241165,0.103947042,0.036121766,-0.061314063,-0.116381299,-0.107762749,-0.094744752,-0.102175934,-0.280414108,-0.375719704,-0.192901618,-0.028620591,0.030434848,0.13832598,0.270795629,0.583542205,0.829412603,0.569729451,0.291361674,0.206747667,0.139925656,0.033169946,0.105277582,0.196588748,0.192048416,0.265642664,0.334427262,0.393788864,0.243222682,-1.81187141,0.19305017
Germany,DEU,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.861969449,0.728605547,0.760346947,0.657391218,0.346856649,0.293904444,0.289474899,0.146313282,0.015143651,0.064634578,0.1354316,0.168225361,0.168128319,0.055363304,-0.021709728,-0.056778262,-0.112797498,-0.133718573,-0.190142845,-0.25338341,-0.153198447,-1.853714629,0.187727801,0.272900215,0.416877359,0.865702644,0.807218539,0.37372456,0.300526702,0.225519874,0.081693159,0.042327057,1.056627141
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21924103,8.52273921,-0.850675968,-1.938772422,1.983691945,0.980299863,2.359110809,3.52617803,3.98289681,3.458048805,3.101649749,3.112243508,3.041365393,2.166373252,1.472468479,1.514428962,1.917560639,2.131795196,2.024001609,2.042348155,1.988307013,1.897891568,1.849338944,1.812671319,1.768063846,1.721247739,1.675509258,1.645014013,1.617728543,1.576239752,1.493639579,1.40284751,1.373715349
Dominica,DMA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.70847015,-0.49054361,-0.041952074,0.082440832,0.04191751,0.004335291,-0.050590098,-0.122968326,-0.207217921,-0.348746321,-0.513704758,-0.282786143,0.159806507,0.263342849,0.192678287,0.145721639,0.09896956,0.047994067,0.010177599,0.00726908,-0.046531242,-0.018909504,0.212163125,-0.100212779,0.798904314,0.91263243,0.097086,0.466977884,0.594793081,0.850614263,0.790672283,0.577535935,0.447816441
Denmark,DNK,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16245632,0.259518212,0.330671402,0.333166396,0.337707376,0.520962181,0.565926342,0.415564969,0.363162524,0.330886246,0.334233619,0.358315679,0.319487125,0.272010444,0.258432282,0.275481733,0.328645159,0.443466054,0.58754759,0.535079062,0.444197155,0.411737855,0.376272243,0.416901361,0.507053283,0.70642385,0.780392644,0.643350904,0.495838926,0.358130916,0.291641177,0.433414489,0.787502465
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.111788867,2.07397994,2.025645393,1.982733697,1.932869621,1.87028572,1.795293132,1.704764411,1.607244636,1.548513885,1.526878889,1.490443156,1.44368039,1.40844926,1.372566715,1.336154561,1.294401662,1.26337587,1.276012214,1.305249779,1.314837822,1.300681992,1.275637364,1.249960981,1.223783405,1.196044004,1.163320183,1.130145929,1.10483768,1.074974829,1.076552247,1.068926667,0.992978305
Algeria,DZA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.494067638,2.384652804,2.323751863,2.240369269,2.107746513,1.918044199,1.763319561,1.681159712,1.510573237,1.398429124,1.402290858,1.375930803,1.348866952,1.354238911,1.407273215,1.364081963,1.441137296,1.627908677,1.708971675,1.795903932,1.858701991,1.898394281,1.943102134,1.966715818,1.97904881,1.999946051,1.993431689,1.957002471,1.903325428,1.839444886,1.732456728,1.657703201,1.628339254
East Asia & Pacific (excluding high income),EAP,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.623893617,1.540460961,1.436081671,1.376016292,1.344150809,1.292879677,1.254606046,1.229138285,1.16905888,1.080247464,1.000152655,0.940850871,0.892592238,0.852102712,0.820939105,0.809258774,0.787300054,0.762913932,0.750746273,0.735480128,0.723504009,0.765842384,0.856556467,0.839684554,0.802570345,0.76160023,0.752047664,0.762469633,0.653823283,0.566575802,0.47411699,0.342553724,0.258223376
Early-demographic dividend,EAR,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45728232,2.329070241,2.201768493,2.099424626,2.005007365,2.003514266,2.060218273,2.02048306,1.95209934,1.901251937,1.885652381,1.86603829,1.78177192,1.718400973,1.701078716,1.658094629,1.629621546,1.613347902,1.554830459,1.527729184,1.544794049,1.527825105,1.467814783,1.435608289,1.421013986,1.410887882,1.372696565,1.321415499,1.284194996,1.249591784,1.1893482,1.089008021,1.051127778
East Asia & Pacific,EAS,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51250348,1.449550619,1.347152509,1.291334093,1.26525715,1.217148088,1.192757826,1.157058289,1.102905169,1.011249694,0.944096982,0.897460572,0.843921782,0.798496362,0.763640198,0.749594885,0.745037781,0.733077002,0.728174131,0.699825737,0.684869462,0.714338483,0.798953107,0.779835747,0.749921648,0.71435793,0.70668095,0.710285225,0.612448293,0.53281156,0.428211038,0.264601359,0.208690901
Europe & Central Asia (excluding high income),ECA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6743281,0.700081724,0.514404326,0.340497694,0.228657184,0.1495943,0.204880487,0.166428103,0.08500543,-0.011967638,0.026838179,0.025087267,0.018476601,0.071287897,0.124264555,0.146420049,0.188963237,0.272477437,0.397353138,0.472405688,0.551150343,0.566204023,0.576266608,0.671647358,0.722876768,0.733732024,0.670333066,0.548130197,0.402106535,0.380717769,0.305173783,0.181062048,-1.007191386
Europe & Central Asia,ECS,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504109752,0.51470926,0.40788501,0.343455943,0.252974,0.189367868,0.198208186,0.175045543,0.135469169,0.112962594,0.108791382,0.130150666,0.181157594,0.257347022,0.296115216,0.303683277,0.310938983,0.358495986,0.408575527,0.395393499,0.381170892,0.231305017,0.390723387,0.477651669,0.507779931,0.500452496,0.468170207,0.381500274,0.319606779,0.260907436,0.208904728,0.034135153,-0.301919751
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32006287,2.237420192,2.110612728,1.983160148,1.911253939,1.86855906,1.830096742,1.789522755,1.751815164,1.725666518,1.71308817,1.719685589,1.737093154,1.748693201,1.73957986,1.724433177,1.721115035,1.718133581,1.704205812,1.682479333,1.660310481,1.641883117,1.602521872,1.532423238,1.483598602,1.479835238,1.493389873,1.553356266,1.890909307,1.909683263,1.401904626,1.182063375,1.135599752
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.564808557,2.411330334,2.324064093,2.295631166,2.245050674,2.191722851,2.155736504,2.155401194,2.144627085,2.113320157,2.071834706,2.056419843,2.091103293,2.087856462,2.031665661,1.983341437,1.946600641,1.951674313,1.958382903,1.956155222,2.027639655,2.207642811,2.261587344,2.315707504,2.34379305,2.205259807,2.086302846,1.989768495,1.898930768,1.794002125,1.733129572,1.658383679,1.56907383
Euro area,EMU,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45312056,0.523592785,0.463114979,0.409055775,0.291251321,0.257839043,0.259415294,0.239000545,0.21121761,0.258482454,0.328616768,0.385206708,0.489563281,0.54399138,0.551497495,0.517747223,0.467742662,0.520106086,0.489816299,0.325273009,0.236748355,-0.216934433,0.220838544,0.340791039,0.34331932,0.303628561,0.292998233,0.216332911,0.240025321,0.113304729,0.134533311,0.045025648,0.423031775
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24976452,-5.288185552,-5.964185517,3.088772806,3.036129306,5.464580796,4.834504792,1.206784109,1.351987538,1.441458699,1.532995431,2.844671522,3.413827587,4.075541524,4.052964648,2.452082437,1.693404671,1.587113192,2.684305178,2.565436957,2.04894665,1.883303605,1.393980561,1.336750621,0.817492474,0.497672572,0.754064581,0.935971649,1.415949601,1.539273546,1.617399943,1.796101337,1.74475946
Spain,ESP,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.101828843,0.254527425,0.489757905,0.518543521,0.476100555,0.44136575,0.416515798,0.419119517,0.413847481,0.405323026,0.447137015,0.694068084,1.412595405,1.808454468,1.725466303,1.689349047,1.690352556,1.851081308,1.595330499,0.885735981,0.460408305,0.355338396,0.064925963,-0.32766904,-0.298951059,-0.077588862,0.08443015,0.234587923,0.437982994,0.717715637,0.488502132,0.105706398,0.419409972
Estonia,EST,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066490191,-0.502159185,-1.824181555,-2.574319978,-2.138588635,-1.785399536,-1.475364638,-1.14091924,-0.960559005,0.294482276,0.483707162,-0.636963124,-0.633433796,-0.627622448,-0.59782051,-0.572255525,-0.58965556,-0.456188535,-0.26813372,-0.192768077,-0.228057969,-0.303582824,-0.357944411,-0.355891803,-0.262256175,0.06555253,0.029112226,0.121070631,0.348039138,0.371554389,0.197559185,0.105996956,1.034205877
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.576541494,4.211318834,4.069506443,3.365277344,3.342798275,3.283015256,3.203571285,3.128159096,3.060483959,3.028114294,2.958805189,2.921271059,2.932969913,2.905907704,2.872414027,2.839622994,2.826729323,2.851543841,2.838631602,2.803575935,2.820981863,2.850296778,2.827656243,2.749620707,2.705428113,2.695393167,2.716053972,2.721331426,2.673321021,2.656010133,2.654859156,2.604319283,2.542089203
European Union,EUU,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.330153239,0.341620201,0.291102631,0.325158303,0.24957902,0.18929808,0.16301577,0.150501422,0.133994097,0.165005645,0.119792808,0.132221958,0.229815701,0.356620012,0.375805315,0.354898003,0.324716649,0.336192687,0.321138461,0.236948273,0.140162305,-0.177299846,0.147512641,0.243827264,0.249764419,0.218367449,0.212647701,0.157067514,0.176129821,0.081899351,0.072674976,-0.114479294,0.173587895
Fragile and conflict affected situations,FCS,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.647287694,2.235850741,2.519954441,2.683830596,2.795480201,2.644433605,2.256911308,2.173634548,2.21540429,2.276045349,2.249756597,2.250405539,2.45906352,2.525334961,2.428222782,2.432666958,2.425920111,2.362076041,2.411130666,2.49407844,2.490440716,2.448590828,2.460258309,2.446447907,2.341499071,2.265787019,2.263300453,2.24877641,2.214431133,2.248696256,2.294676291,2.250624671,1.729344321
Finland,FIN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443382074,0.546172018,0.561909851,0.483854089,0.431048903,0.381655333,0.328037914,0.29737733,0.265472962,0.232116249,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.463558707,0.475809487,0.460723773,0.413560208,0.329383886,0.287421402,0.234670532,0.132641041,0.11019169,0.143641197,0.207288594,0.285874176
Fiji,FJI,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994899826,0.56246323,0.257938885,0.296816894,0.203164498,0.182306473,0.540288729,1.003562207,1.158479431,1.157357415,1.097520514,1.05280544,1.013601896,0.98525733,0.972529404,0.944990918,0.928331144,0.853009376,0.680664088,0.517432196,0.419141607,0.351360476,0.29723878,0.262426487,0.23039759,0.178965106,0.127589743,0.070534838,-0.0025027,-0.057797147,0.21284622,0.453976646,0.55609146
France,FRA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.480817154,0.879707183,0.498037271,0.434438547,0.37391243,0.363543328,0.356871556,0.356497963,0.370907432,0.516384252,0.686782587,0.72943079,0.728746207,0.71044809,0.735098068,0.749918325,0.693706612,0.616493932,0.557563758,0.513102876,0.492821126,0.482694782,0.48395349,0.516539661,0.468246342,0.35556924,0.263868789,0.290202116,0.358494582,0.341374143,0.271350508,0.263854757,0.274205279
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.023165454,-1.419065271,-1.734676908,-1.995653546,-2.163106743,-0.741451723,0.757312331,0.805573388,0.828115744,0.750547557,1.005918478,1.27307089,1.220759212,1.229249596,1.251837989,0.627338991,0.045546769,0.09930282,0.103335685,0.037174722,-0.039240389,-0.049588827,0.012399512,0.053713461,0.097024253,0.721624003,1.39145416,1.463978819,1.433043252,1.414731885,1.410260077,0.900256783,0.379320886
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.849601599,1.83294083,2.425851791,3.003245962,2.61935915,1.354208274,0.413363892,0.313629616,0.245350376,0.119311952,0.152297026,0.213720197,0.039296241,-0.167115773,-0.328790001,-0.447886781,-0.577652223,-0.69962484,-0.758815203,-0.77203346,-0.259914003,0.277526573,0.319268822,0.347720569,0.381376448,0.400941559,0.4220858,0.458352099,0.450852096,0.404844283,0.650605244,0.9101587,0.908957181
Gabon,GAB,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.734740583,2.706305535,2.681654323,2.657900574,2.614413559,2.559565612,2.520369353,2.506560362,2.513148881,2.524581193,2.559793886,2.609543216,2.651379537,2.698746996,2.769763122,2.868813028,2.984529936,3.095609773,3.18807653,3.292977463,3.421970687,3.525161878,3.5582226,3.505157393,3.341104101,3.086916384,2.804212109,2.555918598,2.391355225,2.289855365,2.195637043,2.097988103,2.021687102
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.298930554,0.309247932,0.270431182,0.239745439,0.254586487,0.264547417,0.254626384,0.257553323,0.291406085,0.333405882,0.357300887,0.38497597,0.42333708,0.465641114,0.568943113,0.686611306,0.735048678,0.778666112,0.787032622,0.75639086,0.783888647,0.781506562,0.695353132,0.669740536,0.736463979,0.792367506,0.757874493,0.679374474,0.605929132,0.564131113,0.365758264,-0.081925305,-0.081925285
Georgia,GEO,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.027068389,0.703475649,0.77451105,0.768558451,-1.539430121,-3.757716068,-3.62954608,-3.207518172,-2.474222976,-2.057376879,-1.944629157,-1.551238397,-0.897253673,-0.675365806,-0.61926241,-0.635292218,-0.568484712,-0.521646734,-0.303790529,-0.888185043,-0.729475257,-0.80216404,-0.736565519,-0.300972141,0.0469539,0.157481405,0.059816599,0.013386075,-0.039036546,-0.17156574,0.068656249,-0.379636607,0.104889951
Ghana,GHA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.587307512,2.534384671,2.481515922,2.44550905,2.358589663,2.308821466,2.29660255,2.348520726,2.415665384,2.439100698,2.516518739,2.659768689,2.748379917,2.714432821,2.66890927,2.65989488,2.639161462,2.605463786,2.572327222,2.53550492,2.469996167,2.43818163,2.46059584,2.452427256,2.407644892,2.364269759,2.339383259,2.234945429,2.122679766,2.088931184,2.066268801,2.00774487,1.938982944
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.348988732,-1.211689624,-0.159457138,0.639996265,0.602943003,0.475372965,0.287780466,0.265189512,0.260869713,0.213262086,0.165957178,-0.072121456,0.614966065,1.455723036,1.4557319,1.517196596,1.470865099,1.372896377,1.331277734,1.375456613,1.427191957,1.394492365,1.437521818,0.777442704,0.126420318,0.209321015,0.138280732,0.113554419,0.140996192,0.113265896,0.073401233,-0.122365337,-0.061238864
Guinea,GIN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49072387,4.034339549,3.219524688,3.082784827,3.019684912,2.80029939,2.835137437,2.057161461,1.891255372,2.25588851,1.963136385,1.29599678,1.55168556,2.241748134,2.129239418,1.978667795,2.062914279,2.293355724,2.40819421,2.43976227,2.458278464,2.471311108,2.448752998,2.442316141,2.482932008,2.549276719,2.589500041,2.563493813,2.533442442,2.537647078,2.512250121,2.444317219,2.390914134
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.008088142,4.04169216,3.94643302,3.586330691,3.165384519,2.963652503,2.928547692,2.922469001,2.932061897,2.928982999,2.896423343,2.87370974,2.850204529,2.851693005,2.892651602,2.942405204,3.021054494,3.083458975,3.104985972,3.113648511,3.101160241,3.097043423,3.0945314,3.051205871,2.974334485,2.886819384,2.804045746,2.723485349,2.641376345,2.582686766,2.56215325,2.52879318,2.472147488
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.585298679,2.064211522,2.880859296,3.256292876,3.061768866,2.501898864,2.071269968,1.896587836,1.843467586,1.874355503,2.000211927,2.132601582,2.225601466,2.304691466,2.35534586,2.398892761,2.461141531,2.547103956,2.57645836,2.571082925,2.586997493,2.632008434,2.679716679,2.688501174,2.647941932,2.582649543,2.51887832,2.437890936,2.372337148,2.33629047,2.276453357,2.202589246,2.152839304
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74870611,3.709325197,3.696193932,3.701000914,3.727176986,3.770301535,3.819715949,3.871566377,3.912734475,3.938200146,4.470575159,4.885154773,4.730806748,4.608419017,4.539539683,4.538823047,4.598402177,4.68160681,4.750080739,4.780036591,4.756088762,4.472518136,4.195936394,4.128045467,4.036743237,3.920785477,3.784566151,3.633654843,3.481607477,3.335036794,2.732269498,2.378494519,2.44420929
Greece,GRC,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.057808012,1.200352537,0.763882722,0.588261919,0.500703438,0.467197289,0.440670531,0.493267145,0.554211903,0.383471312,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.197783225,-0.202880238,-0.105339393,-0.214592107,-0.537756535,-0.704367995
Grenada,GRD,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.178543556,0.71527681,1.276922499,1.115097696,0.974942832,0.855077254,0.752495102,0.668269318,0.614880874,0.584915034,0.568483013,0.46803696,0.272937297,0.469187987,0.711094559,0.671613754,0.663529251,0.661840746,0.671715215,0.683128734,0.695156085,0.76783354,0.861245197,0.887245628,0.874356937,0.850810359,0.825295754,0.792907051,0.755485367,0.724563813,0.762219229,0.762873605,0.662275264
Greenland,GRL,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.024920344,-0.265609141,0.359917714,0.252238303,0.506106194,0.014120056
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.734472527,2.689429601,2.624668674,2.550623477,2.490558872,2.452988793,2.402720921,2.358059233,2.361987483,2.369476412,2.433943645,2.4024009,2.297882417,2.180745246,2.125985971,2.077170631,2.026228097,1.975962167,1.927447638,1.881063438,1.836556428,1.819487756,1.777495787,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,1.519987854,1.480316806,1.439868495
Guam,GUM,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.827641357,1.774944268,1.714657805,1.64041446,1.569306604,1.511086459,1.433438908,1.349701334,1.304868734,1.295005898,1.125621224,0.830561297,0.641188051,0.504376,0.378143882,0.259412996,0.14888868,0.053424318,-0.023066091,-0.088064262,0.197277634,0.450154139,0.447535841,0.397066313,0.292292129,0.259298371,0.218836685,0.154324682,0.042693991,-0.032018785,0.359326133,0.767004481,0.7244969
Guyana,GUY,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.770797136,-0.405040213,0.121147504,0.293663137,0.314952473,0.285498467,0.250056599,0.217393983,0.196572871,0.173894602,0.136711369,0.099811709,0.067625709,0.03142907,-0.018146124,-0.094070723,-0.176802788,-0.243714507,-0.313900505,-0.38421525,-0.443706996,-0.496193791,-0.035479198,0.463194126,0.493149308,0.520003881,0.535758732,0.547185665,2.875002859,1.671348097,-0.194366444,0.919614739,0.515592544
High income,HIC,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.720454328,0.815033008,0.830400719,0.780275985,0.714530662,0.67473752,0.679172776,0.662401107,0.640963607,0.627953642,0.611857022,0.610670986,0.614298292,0.612475856,0.628649607,0.655960589,0.750133662,0.810250366,0.832832412,0.743528371,0.630157642,0.424833519,0.554040024,0.568463227,0.572885173,0.56050244,0.569985664,0.507722798,0.486827226,0.422501468,0.40518589,-0.036787253,0.292402248
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321315033,0.829228336,0.839650031,1.717770734,2.252030431,1.980132777,4.438607795,0.832512855,0.834808807,0.955125814,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.768513878,0.800230597,0.739283471,-0.358932662,-0.911776749,-0.907914524
Honduras,HND,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80060965,2.803135812,2.80594686,2.805430252,2.800113882,2.789318515,2.777559084,2.765074644,2.640957063,2.640999639,2.731383,2.684734156,2.627514911,2.559212936,2.48929433,2.424600409,2.359210736,2.288113438,2.212898931,2.143364955,2.075977959,2.009868026,1.950842899,1.895959147,1.848619106,1.809362407,1.773336937,1.73985038,1.709728907,1.680696685,1.622836377,1.535139668,1.492118559
Heavily indebted poor countries (HIPC),HPC,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65480599,2.627403714,2.985213285,3.189930628,2.998269318,2.890005986,2.881357628,2.790146295,2.778436416,2.811853536,2.723006933,2.71773709,2.961599994,3.018803002,2.879742309,2.885205019,2.918957274,2.825367036,2.834680583,2.890240949,2.838836312,2.848695352,2.865305751,2.861254091,2.912363805,2.902850457,2.919340803,2.944261595,2.884990185,2.836801176,2.817543318,2.755162134,2.686106465
Croatia,HRV,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211805086,-1.866573531,-2.443855137,0.537147004,1.114544311,-0.690119514,-1.371540059,-0.487835515,-0.061431194,-0.432031162,-0.986434859,-3.847670727,0.058871291,0.028469923,0.027904279,0.128732789,0.023523124,-0.02185266,-0.011879458,-0.105027517,-0.226821271,-0.345264228,-0.305655945,-0.278509063,-0.407343185,-0.824099164,-0.698383457,-1.200610165,-0.893486928,-0.554146739,-0.433210221,-4.256648902,-0.646581847
